name,cls,src,group,split,orig_split,w,h,out_name
34182396555_ed36d0170c_o.jpg,fire,flickr,flickr_s190,test,train,3024,4032,34182396555_ed36d0170c_o.jpg
34182400905_4c7fd1bc9d_o.jpg,fire,flickr,flickr_s190,test,train,1568,2091,34182400905_4c7fd1bc9d_o.jpg
34182401245_908ac4708b_o.jpg,fire,flickr,flickr_s190,test,train,2690,1183,34182401245_908ac4708b_o.jpg
34182404375_3aa8385db4_o.jpg,fire,flickr,flickr_s190,test,train,1887,1415,34182404375_3aa8385db4_o.jpg
34182404715_6454a87316_o.jpg,fire,flickr,flickr_s190,test,train,1811,1358,34182404715_6454a87316_o.jpg
34300723214_3e649f65dd_o.jpg,fire,flickr,flickr_s191,train,train,2484,1397,34300723214_3e649f65dd_o.jpg
34567852580_4b31f089e7_o.jpg,fire,flickr,flickr_s193,train,train,3000,2250,34567852580_4b31f089e7_o.jpg
34631783560_a93cbe6cf1_o.jpg,fire,flickr,flickr_s194,train,train,3264,1836,34631783560_a93cbe6cf1_o.jpg
34658106483_c0ed99d215_o.jpg,fire,flickr,flickr_s195,train,train,1624,1712,34658106483_c0ed99d215_o.jpg
34658119843_27994604c3_o.jpg,fire,flickr,flickr_s195,train,train,2896,3336,34658119843_27994604c3_o.jpg
34773677392_0eb5cb6c56_o.jpg,fire,flickr,flickr_s197,val,train,3024,4032,34773677392_0eb5cb6c56_o.jpg
34791620042_c6f1cc789d_o.jpg,fire,flickr,flickr_s198,train,train,2250,3000,34791620042_c6f1cc789d_o.jpg
34805106991_533fcc2bb7_o.jpg,fire,flickr,flickr_s199,test,train,3024,4032,34805106991_533fcc2bb7_o.jpg
34896789386_b524350749_o.jpg,fire,flickr,flickr_s201,train,train,4032,3024,34896789386_b524350749_o.jpg
34914713666_37fd3222f6_o.jpg,fire,flickr,flickr_s202,train,train,2048,1536,34914713666_37fd3222f6_o.jpg
34914714076_92bbdf68dc_o.jpg,fire,flickr,flickr_s202,train,train,3000,2250,34914714076_92bbdf68dc_o.jpg
34914716246_b84b6ce74c_o.jpg,fire,flickr,flickr_s202,train,train,2250,3000,34914716246_b84b6ce74c_o.jpg
34914717816_73bd740b6a_o.jpg,fire,flickr,flickr_s202,train,train,2048,1536,34914717816_73bd740b6a_o.jpg
34914718456_2660385319_o.jpg,fire,flickr,flickr_s202,train,train,2048,1536,34914718456_2660385319_o.jpg
34937366285_1698fc409d_o.jpg,fire,flickr,flickr_s203,train,train,4032,3024,34937366285_1698fc409d_o.jpg
34979352386_d7f84d688b_o.jpg,fire,flickr,flickr_s205,train,train,4032,3024,34979352386_d7f84d688b_o.jpg
35015020213_ef676ae49d_o.jpg,fire,flickr,flickr_s208,train,train,680,510,35015020213_ef676ae49d_o.jpg
35015020293_6565c8e6ee_o.jpg,fire,flickr,flickr_s208,train,train,960,720,35015020293_6565c8e6ee_o.jpg
35015020413_1578907ebe_o.jpg,fire,flickr,flickr_s208,train,train,680,510,35015020413_1578907ebe_o.jpg
35015020853_ec3403308b_o.jpg,fire,flickr,flickr_s208,train,train,680,510,35015020853_ec3403308b_o.jpg
35015021703_8dde144ac5_o.jpg,fire,flickr,flickr_s208,train,train,1400,880,35015021703_8dde144ac5_o.jpg
35015022573_1fcbb7c4fa_o.jpg,fire,flickr,flickr_s208,train,train,1200,716,35015022573_1fcbb7c4fa_o.jpg
35015025393_12cb0e3852_o.jpg,fire,flickr,flickr_s208,train,train,680,510,35015025393_12cb0e3852_o.jpg
35015025503_e9062876f7_o.jpg,fire,flickr,flickr_s208,train,train,680,510,35015025503_e9062876f7_o.jpg
35015071423_a6c8c2dfbe_o.jpg,fire,flickr,flickr_s208,train,train,1296,1080,35015071423_a6c8c2dfbe_o.jpg
35408981930_f7c118f308_o.jpg,fire,flickr,flickr_s209,train,train,640,480,35408981930_f7c118f308_o.jpg
35410025110_b70f64a6f4_o.jpg,fire,flickr,flickr_s210,train,train,5312,2988,35410025110_b70f64a6f4_o.jpg
35410487110_e7776351d8_o.jpg,fire,flickr,flickr_s211,train,train,3264,2448,35410487110_e7776351d8_o.jpg
35436551630_83ff810464_o.jpg,fire,flickr,flickr_s213,train,train,680,510,35436551630_83ff810464_o.jpg
35436558590_7317a3ea78_o.jpg,fire,flickr,flickr_s213,train,train,1200,731,35436558590_7317a3ea78_o.jpg
35436560230_e7630efe22_o.jpg,fire,flickr,flickr_s213,train,train,1200,742,35436560230_e7630efe22_o.jpg
35504733704_177275e7b4_o.jpg,fire,flickr,flickr_s214,train,train,5360,3588,35504733704_177275e7b4_o.jpg
35505051124_d96e15ca3c_o.jpg,fire,flickr,flickr_s215,test,train,5360,3580,35505051124_d96e15ca3c_o.jpg
35531859453_a75fb19cce_o.jpg,fire,flickr,flickr_s216,val,train,5344,3596,35531859453_a75fb19cce_o.jpg
35531863303_6e619eba6b_o.jpg,fire,flickr,flickr_s216,val,train,5360,3580,35531863303_6e619eba6b_o.jpg
35531874233_8d14e0c7ba_o.jpg,fire,flickr,flickr_s216,val,train,5360,3584,35531874233_8d14e0c7ba_o.jpg
35531874733_fe5136e087_o.jpg,fire,flickr,flickr_s216,val,train,5360,3584,35531874733_fe5136e087_o.jpg
35531879493_9d0edc5cf2_o.jpg,fire,flickr,flickr_s216,val,train,5360,3588,35531879493_9d0edc5cf2_o.jpg
35531880393_6e069a4320_o.jpg,fire,flickr,flickr_s216,val,train,5356,3584,35531880393_6e069a4320_o.jpg
35532185633_2477844982_o.jpg,fire,flickr,flickr_s218,train,train,5344,3584,35532185633_2477844982_o.jpg
35628850832_ef90c1e9be_o.jpg,fire,flickr,flickr_s221,train,train,640,480,35628850832_ef90c1e9be_o.jpg
35629885502_2956fb858e_o.jpg,fire,flickr,flickr_s222,train,train,3264,2448,35629885502_2956fb858e_o.jpg
35666721801_35f05dbd5f_o.jpg,fire,flickr,flickr_s223,train,train,4000,3000,35666721801_35f05dbd5f_o.jpg
35666924341_c69ea99ee3_o.jpg,fire,flickr,flickr_s224,train,train,5248,2297,35666924341_c69ea99ee3_o.jpg
35692760711_fc7a9de658_o.jpg,fire,flickr,flickr_s226,train,train,680,510,35692760711_fc7a9de658_o.jpg
35751271762_db47281eee_o.jpg,fire,flickr,flickr_s227,train,train,6746,3136,35751271762_db47281eee_o.jpg
35784578156_7ffd28578f_o.jpg,fire,flickr,flickr_s229,test,train,703,473,35784578156_7ffd28578f_o.jpg
35784582596_c3d413a0ba_o.jpg,fire,flickr,flickr_s229,test,train,1100,619,35784582596_c3d413a0ba_o.jpg
35798753325_5150318f95_o.jpg,fire,flickr,flickr_s230,train,train,4928,3264,35798753325_5150318f95_o.jpg
35824969685_ac6e45e024_o.jpg,fire,flickr,flickr_s232,train,train,2858,1867,35824969685_ac6e45e024_o.jpg
35883375265_c23cbece87_o.jpg,fire,flickr,flickr_s233,val,train,3486,2478,35883375265_c23cbece87_o.jpg
35943831620_2f3e25830c_o.jpg,fire,flickr,flickr_s235,train,train,5360,3584,35943831620_2f3e25830c_o.jpg
35943845740_086971ac89_o.jpg,fire,flickr,flickr_s235,train,train,5360,3584,35943845740_086971ac89_o.jpg
35943850740_63e2d0c036_o.jpg,fire,flickr,flickr_s235,train,train,5348,3576,35943850740_63e2d0c036_o.jpg
35944098020_cd1134dc54_o.jpg,fire,flickr,flickr_s236,train,train,5348,3580,35944098020_cd1134dc54_o.jpg
